Message,Hatespeech,Sentiment
เพิ่งรู้ตัวว่าแม่งกูบ้าผชมาก ให้ตายเถอะ แรดจิงๆ,nonhatespeech,Unknown
เออเนอะ ทำไมต้องมองต้องคาดหวังว่าคนอื่นเค้าต้องดีต้องเรียบร้อยเนอะ ขนาดตัวมึงยังแรดเลย,hatespeech,Unknown
"""ถึงฉันจะแรด แต่ฉันก็ไม่เคยผิดศีลข้อกาเม""",nonhatespeech,Unknown
"ปากแดงไม่ได้แรดเสมอไปแต่บางคนที่ไม่พูดอะไรทำไมถึงแรดกว่า
#smallduck",hatespeech,Unknown
ถามว่าแรดถึงขนาดแลกวันคุมสอบเพื่อมาคุมสอบห้องผีเปรต สตรองแค่ไหน ผู้ชายเขาไม่สนมึง,hatespeech,Unknown
เป็นครูภาษาไทยที่แรด จะไปสอนเด็กว่าทำแบบนี้นะลูกก็คงไม่ได้,hatespeech,Unknown
ถ้ารู้ตัวว่าชอบออกไปแรดข้างนอก มึงจ้างคนเฝ้าหอด้วยค่ะ แต่เคยเห็นมีลูกจ้างอยู่ช่วงนึง เขาก็ทนสันดานมึงไม่ได้ไง ลาออก,hatespeech,Unknown
เป็นเหี้ยไรมาด่ากูแรดอะ หลานมึงนู่นที่แรดร่านด้วยอีดอกทำสันดานเเต่เด็ก,hatespeech,Unknown
เพื่อน ม.ปลายที่สนิทกันยุตอนนี้มันก็ดีแต่ไม่ใช่ทุกคนหรอกนะ บางคนกุก็อยากจะตบหน้าแม่งให้หายแรดด ยังมีหน้ามาด่าว่ากุแรดเงียบอีดอกก,hatespeech,Unknown
แรดสัส ไม่มีใครแรดเกินเมียกู twitter.com/Chan92xq/statu…,hatespeech,Unknown
ผังก็เหี้ย ราคาก็แย่ สิทธิ์ก็อุบาทว์ เอาใจช่วยนะคะ ขายได้อยู่แล้วแหละแต่กูจำ,hatespeech,Unknown
ความแรดไม่เข้าใครออกใคร กลัวเขาจะหายไปก่อนเลยรีบหยิบอะไรก็ได้ตอนที่แอบมองเขาอยู่ ละก็รีบไปต่อหลัง สุดท้ายเขารอของและนี่ดันออกจากร้านมาก่อน😂,nonhatespeech,Unknown
เออถึงมันจะแรดแต่มันก็ดีนะมีสัมมาคาราวะ ไม่เหมือน...,hatespeech,Unknown
อย่าหาว่าฉันแรดเลยวันนี้ ไม่ไหวแล้ว เขินตัวจะระเบิด,nonhatespeech,Unknown
หื่นและแรดอย่างเปิดเผยยังดีกว่าเงียบๆแต่กินเรียบ มันสมัยไหนแล้วสมัยนี้,nonhatespeech,Unknown
"ถ้ามึงทิ้งแฟนเก่ากูนะ มึงตายแน่ นอกจากมึงจะโชว์ความแรด
จนแฟนเก่ากูทนไม่ไหว
#อกหัก #แรด #ตอแหล #เพื่อนเลว",hatespeech,Unknown
เสนียดมหาลัยทากๆ บอกว่าเป็นรุ่นน้องนี้อี๋เลยนะ,hatespeech,Unknown
บางคนก็เกิดมาเพื่อเป็นเสนียดในชีวิตกู,hatespeech,Unknown
ไม่อยากได้ยินชื่อมึงจริงๆวะ  เหมือนเสนียดหู,hatespeech,Unknown
ผู้ชายเหี้ยๆ ไม่ควรคบให้เป็นเสนียดกัวใจค่ะ,hatespeech,Unknown
บอกผชเป็นโรคซึมเศร้า เล่าเรื่องแฟนเก่าให้ฟัง แล้วเอากับผชในคณะไปทั่ว อีเหี้ย กรี่ ออกไปได้ปะ เสนียดกลุ่มกูสัช เลิกเกาะผู้กลุ่มกูได้ละ ควย,hatespeech,Unknown
กูเป็นใครกันแน่ว่ะ.เหมือนกูเป็นเสนียดของบ้าน,hatespeech,Unknown
จะด่าก็เปลืองน้ำลาย จะตบก็กลัวเสนียด //ไม้หน้าสามแทนล้ะกัน,hatespeech,Unknown
นี่ก็อยากไปทำบุญกับที่บ้านเพื่อนกัน เพื่อเสนียดมันจะออกไปให้พ้นๆ,nonhatespeech,Unknown
"ทำตัวขวางโลกอยู่ได้
เดินตามทางของตัวเองไปอย่ามาเบียดเบียนคนอื่น
นังพวกเสนียด555555555555",hatespeech,Unknown
ไม่สามรถเห็นอะไรที่ต่ำและเป็นเสนียดตาแบบเธอได้จริงๆ,hatespeech,Unknown
"ดูร่านอะ อีคนร่าน5555
รำคาญมาก จกตา",hatespeech,Unknown
เราหมดประโยชน์แล้วก็เดินออกไปดีๆ อย่ามาเผยธาตุแท้ให้เห็น มันเสนียดลูกตา😏 #ด่าแบบผู้ดี,hatespeech,Unknown
คนที่ด่าก็คนเดิมๆอ่ะเบื่อส์ว่างหรอ ไปหาอะไรเเดกบำรุงสมองไป๊ อย่ามาด่าเเจ็คเลยเปลืองเวลาชีวิตนะ ไปหาอะไรดีๆเข้าตัวบ้างจะได้ไม่เป็นเสนียดสังคม,hatespeech,Unknown
อย่ามาเสียเวลาตรงนี้กับคนเหี้ยๆอย่างกูเลย ชีวิตคุณดียุละมันดียุละจนกูเข้ามานี่แหละเสนียดตัวซวยตัวเหี้ยกูเกลียดตัวเองโว้ย,hatespeech,Unknown
พี่ว่าพี่ก็บ่นในที่ของพี่ ไม่เคยไปนั่งบ่นบนหัวใคร พี่เป็นมิใช่ชัตเตอร์ ถึงเป็นจริงพี่ก็ไม่เลือกนั่งบนหัวสัมภเวสีหรอก เสนียด,hatespeech,Unknown
ถูกด่าว่าวงแตกนี่ไม่เจ็บแล้วจ้ะ ด่าได้ด่าไป ด่าแล้ววงเธอดังกว่าวงเราไหม ก็ไม่.. อยู่เป็นเสนียดของทวิตไปแบบนี้แหละเน๊าะ,hatespeech,Unknown
โอ้ย คือเกลียดจนไม่รู้จะเกลียดยังไงอะ ขำ เสนียดเกิน5555555,hatespeech,Unknown
อย่าแถให้ตัวเองดูดีคะ ยิ่งแถยิ่งไม่น่าคบคะ มันเสนียดดด 😀😀😀,hatespeech,Unknown
บ้านก็บ้านกู ที่นอนก็ของกู แต่เสือกมีตัวเสนียดมาแยกกูกับลูกออกจากกัน หน้าด้านดี — รู้สึกขำ,hatespeech,Unknown
หลานรหัสสวยมากอ่ะ สวยแบบตายละ อยู่ใกล้น้องแล้วเสนียดตัวเองจะติดน้องมั้ย 5555555555,nonhatespeech,Unknown
เอาจริงนะ เราก็รู้ว่าทุกคนมีสิทธิ์ออกความคิดเห็นกันทั้งนั้นแต่ถ้าเสนียดรู้ตัวเองว่าความคิดเห็นนั้นมันทำให้คนอื่นคิดมากอะก็เก็บไปแดกเองเถอะ,nonhatespeech,Unknown
อิพวกเสนียดจัญไร รกภาควิชา เมิงไม่ไหว แสดงว่าเมิงมันไอ่พวกขี้แพ้ พวกไม่มีความพยายาม เมิงบ่นได้ แต่เมิงจะมาด่าภาควิชาที่เมิงเรียนอยู่ไม่ได้,hatespeech,Unknown
"กรุณาอย่ามาล้มหน้ากรอบเขตโทษฝั่งไทย มันเป็นเสนียดจัญไรต่อบ้านเมืองกูค่ะ
#ซีเกมส์2017",hatespeech,Unknown
บ่นเหอะบ่นลำคานว่าจะไม่สนละนะแต่ลำคานอ่ะพวกเสนียดแอนตี้อีพวกเสี้ยมแซะไปเรื่อยทั้งที่ตัวเองยังเลี้ยงพ่อแม่ไม่ได้เลยเลี้ยงตัวเองยังไม่ได้ต่อ👇👇,hatespeech,Unknown
คลิปนี้เหมือนได้เหยียบหน้าพวกผีๆทั้งหลายมาก เค้ารักกันค่ะเค้ารักกันมาก เห็นรึยัง? หยุดความเสนียดในตัวมึงสักทีนะคะ😏,hatespeech,Unknown
ระหว่างที่เป็นเหา ให้ฉันช่วยเกาให้จะได้ไหม เผื่อหวีเสนียดไม่ช่วยอะไร เผื่อเกาคนเดียวจะไม่ไหว........,nonhatespeech,Unknown
เบื่อการทำงานแบบนี้แล้วอ่ะ มันไม่มีเงินเก็บเลย ทุเรศตัวเองจัง,hatespeech,Unknown
อย่าชวนกูไปงานแต่งเลยห่าถ้ามึงแต่งวันนั้นวันนี้ แต่งห่าไรซ้ำๆซากๆ เกลียด มีลูกมีเต้ายังออกไปแรดๆ ทุเรศกูพูดเลยแย่มาก,hatespeech,Unknown
พยายามที่จะดันขึ้นมาเป็นที่หนึ่งด้วยการเหยียบหัวคนอื่น มันน่าภูมิใจเหรอวะ ไม่ทุเรศตัวเองกันมั้งไง,hatespeech,Unknown
เออแล้วความเร็วรถตู้นี่เลิกควบคุมแล้วเหรอ เหมือนพอเรื่องนี้เลิกฮิตก็กลับไปเป็นปัญหาเหมือนเดิมอะ พอคนเลิกสนใจก็กลับไปขับทุเรศแบบเดิม,nonhatespeech,Unknown
อีที่จู่ๆ มีรถมาชนหลังรถนักกีฬาไทย นี่เชื่อว่าไม่ใช่อุบัติเหตุอะ เจ้าภาพแม่งตั้งใจขับรถชนอะ ทุเรศดี,hatespeech,Unknown
ขาใหญ่แบบทุเรศมากโอ้ยกูเครียด,nonhatespeech,Unknown
ไวไฟหอทุเรศทุรังมากแต่โรงอาหารโคตดี555,nonhatespeech,Unknown
เมื่อคืนง่วงแบบง่วงมากเหนื่อยหลับกลางอากาศ ผมไม่แห้ง นอนแบบไม่ปิดไฟ ไม่มีแรงลุกมาปิด สรุปผมฟูแบบทุเรศมากต้องสระใหม่ เออ!,nonhatespeech,Unknown
ปีหน้าประเทศไหนเป็นเจ้าภาพ ไม่ต้องเชิญประเทศมันมานะ เสนียดหัวร้อน ที่โกงหน้าด้านๆ #ซีเกมส์2017,hatespeech,Unknown
โสด เพราะไม่มีคู่ให้เค้าสมเพช ก็คงไม่ทุเรศเท่าพวกเปรต ชอบแย่งของคนอื่น,hatespeech,Unknown
เห็นพยาบาลด่าคนไข้เสร็จ มีการบอก ก็ฉันเป็นคนแรงแบบนี้แหละ!! อ่ะจ้าาแม่แรงง อย่าเป็นพยาบาลเลยนะ มันทุเรศระบบ,hatespeech,Unknown
แท็กซี่โคตรทุเรศอะนี่ก็โง่ขึ้นไปเพราะข้างหน้ามันดูไม่เก่าไง สรุปนั่งๆไปกันชนรถข้างหลังแบบหลุด ละยังมานอยใส่ผู้โดยสาร ไม่ได้นั่งฟรีค่ะ,hatespeech,Unknown
เอาจริงสื่อควรปรับปรุงนานแล้ว สื่อดีก้มี แต่ส่วนใหญ่เห็นแต่สื่อไม่ดีอ่ะ พวกแบบสักแต่จะพูดถามๆๆ ทุเรศ,hatespeech,Unknown
สมัยเรียนเพื่อนและสังคมอเมริกันนี่น่าอยู่มาก ตรงไปตรงมา เอื้อเฟื้อ ทำให้เราเป็นคนพึ่งพาตัวเองได้ แต่นโยบายการเมืองระหว่างประเทศนี่ทุเรศสุดๆ,hatespeech,Unknown
ความทุเรศของรถเมล์แบบใหม่คือ มึง!! เอากระดาษเอสี่ปิดเป็นเลขใหม่เว้ยยยยยยย /มองด้วยสายตาว่างเปล่า,nonhatespeech,Unknown
น่าสมเพช ทำไปเพื่ออะไร รู้สึกดีใจเพราะจะได้ชนะด้วยวิธีนี้หรอ ถามจริง รู้สึกดีจริงๆหรอวะ ทุเรศ,hatespeech,Unknown
เทอมนี้ทำไมมันเนื่อยๆไม่มีแรงไม่มีกำลังใจไม่มีอินสปายในการทำงานเลยว่ะรู้สึกหมดไฟเหมือนทำงานเผาพอส่งๆไปให้จบๆทุเรศตัวเอง,nonhatespeech,Unknown
การออกมาบอกว่าพวกเสรีนิยมคงจะไม่เข้าใจคือมันทุเรศ กล้าพูดว่าตัวเองเป็นมหาลัยได้ไงอ่ะ ดักดานขนาดนี้,hatespeech,Unknown
ถึงไม่ได้กลับบ้านก็ไม่อยากย้อนกลับไปเรียนอยู่ดี บ่อน้ำตาแตกขนาดนี้ ไปตาแดงๆ ให้อายเพื่อนทำไม ดูกระจกยังทุเรศตัวเองคิดดู,nonhatespeech,Unknown
สันดานทุเรศเก็บไว้ใช้กับคนที่มึงรับได้เหอะนะ กราบ,hatespeech,Unknown
เหี้ยเอง โทดแต่คนอื่น ทุเรศ,hatespeech,Unknown
ไม่เคยดูกีฬารายการไหนแล้วหัวร้อนได้ขนาดนี้เลย ...เจ้าภาพแม่งโกงได้ทุเรศจริงๆ วันไหนเล่นกะเจ้าภาพเหรียญกูไม่สน เน้นความสะใจพอ #ซีเกมส์2017,hatespeech,Unknown
ทุเรศมากอ่ะ น่าเงินแบบขั้นสุด คือกูมีเงินไปอ่ะใช่ แต่นี่คือสิ่งที่ได้เหรอ ขนาดนี่เป็นเงินตัวเองยังเสียดายละเด็กๆที่ยังเรียนอยู่ละ อีเวร,hatespeech,Unknown
"เออ เมื่อเช้าเห็นข่าวนี้หัวร้อนอะ
เกินไปอะ พูดได้ทุเรศมากอะ",hatespeech,Unknown
เอาบริษัทคนอื่นไปแอบอ้าง แล้วจดชื่อสินค้าตัวเองใน  อย.นี่โครตทุเรศ,hatespeech,Unknown
บางทีก็จอดรถทุเรศไปนะ ปิดทางเข้ามากูหมด บ้านตัวเองไม่จอด คือ??,hatespeech,Unknown
เวลาล้อคนอื่นว่าดำ อ้วน เตี้ย สิว ทุเรศไรเงี้ย เเกอาจจะสนุก เเต่คนที่โดนมันไม่สนุก อยากให้คิดถึงใจคนอื่นบ้าง ถ้าเราโดนเองจะรู้สึกยังไง,nonhatespeech,Unknown
เมื่อคืนฝันว่าอยากผอมก้ได้ผอมแต่แลกกับการที่หน้าใหญ่ขึ้น เห็นตัวเองในฝันละโคตรทุเรศ 555555,nonhatespeech,Unknown
ตอนนี้หน้าดูอ้วนๆมากเลยอะ ดูเหมือนว่าจะออกหน้าอะ เห็นเหนียงด้วย แต่ตัวอะผอม ทุเรศจริงๆ😔,nonhatespeech,Unknown
ก็คุณก็รู้นิ ว่าถ้าจ่ายเต็มเค้าก็ทำให้คุณก่อน ส่วนเรื่องที่นั่งไม่มีที่ คุณก็ต้องไปบอก สตบเอง จะไปเที่ยวไล่คนซื้อโปรให้ลุกออกจากโต๊ะก็ทุเรศ,hatespeech,Unknown
ด่าคนอื่นทั้งที่ตัวเองก็มาด่าหง่ะ มันทุเรศ,hatespeech,Unknown
เป็นเซลล์แบบนี้มึงจะไปได้ไกลแค่ไหนวะ แล้วการตลาดแบบนี้มึงผ่านกระบวนการคิดมายังไง ไม่รู้สึกทุเรศตัวเองมัางหรอ น่าสมเพช,hatespeech,Unknown
มนุษย์ป้าบนรถเมล์กวนส้นตีน กูจะสิงประตูอยู่ละจะให้ขยับเหี้ยไร พูดจาก็ทุเรศ จะรีบลงหาพ่องคนก็เยอะ จะขยับไปทางไหนอะอีเวร ให้สิงกับมึงเลยไหม,hatespeech,Unknown
พอหลุดจากการจราจรมาได้ มาเดินเล่นแถวซอยอารีซึ่งต้นไม้เยอะมาก การที่ฝนตกเช้านี้ก็ไม่ทุเรศจนเกินไป,nonhatespeech,Unknown
เรียกร้องเสรีภาพแต่เมินเฉยกับการฆ่าล้างเผ่าพันธุ์!!!..สังคมดัดจริตชีวิตต้องตอแหล,hatespeech,Unknown
แฟชั่นกุไม่มีใครเข้าใจ ด่ากุแรด ร่าน ตลก กระหรี่คืออะไร เป้นไรมากปะ,hatespeech,Unknown
ทำไมถึงดีได้ขนาดนี้ ดีจนเรานึกโกรธคนพวกนั้นปานจะฆ่าแกงที่เขากล้าทำแบบนั้นกับพี่ได้ลง,nonhatespeech,Unknown
เราไปฆ่าญาติเธอเสียหรอ เต้นอยู่ดีๆ หันมาด่าตรูแล้วทำหน้าแสยะใส่ตรู อีกทั้งยังด่าว่าตอแหลใส่ตรูอีก งง! ตรูทำผิดไร,hatespeech,Unknown
การเรียนไม่เคยฆ่าใครตาย เออ กูรู้แล้ว แต่คือต้องรอกูตายก่อนหรอถึงค่อยเปลี่ยนอะอีเหี้ย,hatespeech,Unknown
ฆ่าหมาติดคุก  ฆ่าคนไม่ติดคุก  ประเทศไทย,hatespeech,Unknown
"เทอมนี้รู้สึกว่าวิชาที่เรียนมันแบบ ""ฆ่ากูเถอะ""",nonhatespeech,Unknown
หลังจากนั้นก็ถูกตราหน้าว่าเป็นคนตอแหล แล้วก็โดนขุดย้ำซ้ำเติม ด่าไปถึงพ่อแม่ ถ้ากลับไปพูดกับคนพวกนั้นได้จะบอกว่าเขาฆ่าเราให้ตายทั้งเป็นมาแล้ว,nonhatespeech,Unknown
บางจำพวกจะเอาให้ผิดให้ได้ ทั้งๆที่ฆ่ากันเอง ฆ่าทหาร ควายฆ่าควาย แต่ยังมีควายเชื่อว่าทหารเป็นคนทำ... fb.me/GOn8ibOf,hatespeech,Unknown
กรณีนักศึกษาแพทย์ฆ่าหมาจะว่ายังไงดีล่ะ... สมน้ำหน้าก็สมน้ำหน้า เห็นใจก็เห็นใจ เรียนมาตั้ง 6 ปีจะจบอยู่แล้วต้องมาโดนไล่ออก... ทำตัวเองแท้ๆ,hatespeech,Unknown
แค่ไม่ได้เรียนนี่คือเลวมากใช่มั้ยมีความผิดเท่ากับการฆ่าคนตายใช่มั้ย!?,nonhatespeech,Unknown
โห้ยยยย. ตื่นเต้นไปหมด ยิ้มแบบนี้คือฆ่าให้ตายไปเลยดีกว่า,nonhatespeech,Unknown
การโกงกีฬาเป็นอะไรที่เหี้ยมโหดพอสมควร เหมือนฆ่านักกีฬาทั้งเป็น ดูถูกแรงกายแรงใจเขาที่เสียไป เลือดเย็นเกินไป ที่มองแค่ว่าเป็นเกมส์,nonhatespeech,Unknown
งานหนักไม่เคยฆ่าคน แต่คำพูดและอารมณ์คนกำลังจะฆ่าเรา  #เหนื่อยใจท้อแท้,nonhatespeech,Unknown
คิดได้ไง จัดวันพุธ ฆ่ากันชัดๆคือกะไม่ให้ไปหรอ งง,nonhatespeech,Unknown
สุดท้ายเล่นแพ้ แม่งด่ายังกับไปฆ่าใครตาย กีฬานะเห้ย มีแพ้มีชนะ ถ้าอยากชนะทุกแมตซ์แบบนั้น ไม่ไปเล่นเองอ่ะ,nonhatespeech,Unknown
ถ้าถามว่าเกลียดมึงขนาดไหน ก็จะตอบว่า ถ้ากุมียาฆ่าแมลงอยู่ในมือ แล้วเจอมึงกับแมลงสาบ กูจะฉีดยาฆ่าแมลงใส่หน้ามึงอ่ะค่ะ บาย,hatespeech,Unknown
กินยำมาม่าตอนเป็นร้อนในเหมือนจะฆ่าตัวตาย สัส กินน้ำเยอะมาก,nonhatespeech,Unknown
ตอนนั้นสาปแช่งให้ตกนรกวันนี้ได้ประกันตัวคอมเม้นท์กันสนั่นว่าสงสารนั่นส่วนร่วมฆ่าหั่นศพนะโว๊ยยยเน็ตไอเด้าคนใหม่ถือกำเนิดแล้ว..เชี้ยยย!!,hatespeech,Unknown
อยากจะสาปแช่งมึงให้ลงนรกหมกไหม้ ใครได้เป็นผัวคงอยากฆ่าตัวตาย 🌸🌼🌻🌺🌹🌷,hatespeech,Unknown
คนเหี้ยอุบาทว์ คือขนาดสิทธิ์กุต้องมาดูให้ ไม่มีคำว่าขอบคุณ สัสเอ้ย นู่นนี้กุต้องทำให้ทุกอย่าง เออ ดูแลตัวเองเองเนอะ สัส,hatespeech,Unknown
อีเปรี้ยวฆ่าหั่นศพ เป็นวาระแห่งชาติ ยึดอำนาจเป็นเรื่องจำเป็น #สมแล้วที่เป็นประเทศด้อยพัฒนา pic.twitter.com/hN5Qha89Ua,hatespeech,Unknown
"วันหนึ่งความจริงจะฆ่าคนตอแหลให้ตายเพราะปากมันเอง👌 
#พวกตอแหล",nonhatespeech,Unknown
"ตอนนี้กีฬาไหนเจอมาเลย์ บอกได้คำเดียวว่า ""ฆ่าได้เป็นฆ่าค่ะ""! #ซีเกมส์2017",hatespeech,Unknown
สกิลทหารไทย นอกจากฆ่าประชาชนมือเปล่าได้แล้ว ยังต้องมีความตอแหลหน้าด้านระดับหนังหน้าคอนกรีตเสริมเหล็ก... fb.me/2bf9llTEl,hatespeech,Unknown
คือมันก็มีทุกครั้งแหละ เหมือนเป็นทีใครทีมัน แต่จากที่เห็นข่าวของมาเลย์ครั้งนี้ดูจะอุบาทว์หนักมากจริงๆ ไม่ด้านจริงทำไม่ได้นะเนี่ย,hatespeech,Unknown
คณะทหารที่ยึดอำนาจรัฐ ปรากฎชัดว่าทุกคณะ โกงกิน คอร์รัปชั่น ทุจริต ทำผิดกฎหมาย ตรวจสอบไม่ได้ ทำลายกฎหมาย ขายชาติ อุบาทว์ชาติชั่วจริง ๆ,hatespeech,Unknown
วงจรอุบาทว์ใครฝังหัวพวกจะเกษียรว่าหมอเป็นอาชีพเดียวที่มีเกียรติ,hatespeech,Unknown
โธ่ๆๆๆ พ่อหนุ่มมมมมม หน้าตาดีแล้วจะขับรถอุบาทว์แบบนี้ก็ได้เหรอ ขับเบียดขนาดนี้ วันหลังขี่ทับกูไปโล้ดดดด,hatespeech,Unknown
หงุดหงิดฉิบหาย ที่ทำอยู่คิดว่าดีแล้วหรอ? น่ารังเกียจชะมัด!!! อุบาทว์!!! เลิกทำตัวแบบนี้เถอะ เกลียดว่ะไอสัสเอ้ย!,hatespeech,Unknown
กุไม่เข้าใจว่าพอก่อนไปแข่งอะไรสำคัญๆชอบทำให้ตัวเองเข้าใจผิดกับเพื่อน ทีนี้ก็จะแพ้ วงจรอุบาทว์สัส นี่ชีวิตคนหรือยุง,nonhatespeech,Unknown
อยากให้ทุกคนรับรู้ถึงความเหี้ยเร็วๆ หวังว่าน้องๆปีสองและน้องที่เข้ามาใหม่จะเห็นธาตุแท้ที่อุบาทว์ของพวกมันแบบพี่เร็วๆนะคะ,hatespeech,Unknown
อภิสิทธิ์ออกมาตัดพ้อโดนตราหน้าว่ามือเปื้อนเลือด ทั้งที่ทำตามหน้าที่ ตกลงหน้าที่ของอภิสิทธิ์ก็คือการสั่งฆ่าคนเห็นต่างด้วยใช่ไหม #สัส,hatespeech,Unknown
ช่วงนี้เนต DTAC กากเดนมาก ปกติไม่ค่อยบ่นเรื่องเนตนะ ชินกับความอุบาทว์ขอบมันมาแต่ไหนแต่ไร แต่ครั้งนี้แม่งเกินไปอ่ะ รูปในทวิตยังไม่ขึ้น อิปอบ,hatespeech,Unknown
คนไม่ผ่านมันมาจะไม่เข้าใจเลยนะว่ามันทรมานขนาดไหน ก็นั่นแหละ ใช้เวลา 3 ปีกว่าจะหลุดออกจากวงจรอุบาทว์นั่นมาได้,nonhatespeech,Unknown
พูดง่ายๆก็คือต่อให้นักการเมืองชั่วเลวอุบาทว์บัดซบที่สุดยังไง ก็ดีกว่าคณะรัฐประหารอยู่ดี,hatespeech,Unknown
อยู่ร่วมโลกกับคนที่เหยียดเพศแม่งโครตเหี้ย ขนาดดูซีรี่ย์เกย์แม่งยังบอกอุบาทว์ สัส อุบาทว์กว่าหนังเกย์ก็ปากมึงอ่ะ.,hatespeech,Unknown
จะไล่กุออกนอกประเทศ โอนเงินให้กุด้วย แหม่ พูดยังกะย้ายหอ สัส #ทีมอิมเมจ,hatespeech,Unknown
โกรธพ่อค้าน้ำพริกข้างทางมาก คือแบบบ แม่งแซงให้แต่คนที่ซื้อเยอะๆ อุบาทว์,hatespeech,Unknown
วงจรอุบาทว์ของนี่คือมีคนนึงเข้ามาในชีวิตแล้วก็คุยกันจนนี่หวั่นไหวละเขาก็หายไปแล้วเสือกมาเจอกันอีกทีบน ทล แบบคุยกัน2-3ประโยคละก็หายไปอีก55555,nonhatespeech,Unknown
สินค้าไม่มีคุณภาพแล้วยัวไม่สำเหนียกอีกรสชาตก็อุบาทว์แดกไม่ได้ทุเรศ,hatespeech,Unknown
เสียงพากย์ไทยอุบาทว์มาก นั่งขำกับแม่ราวว่าดูหนังตลก555555555,hatespeech,Unknown
ทำไมผู้ชายบางคนถึงชอบแซงคิววะ.. แซงแบบหน้าด้านๆ มาเเซงแล้วหันมามองแรงใส่ แต่งตัวดีหน้าตาดีแต่ใจอุบาทว์สุด,hatespeech,Unknown
ผู้หลักผู้ใหญ่บ้านเราน่าจะแบบเรียกนักกีฬาไทยเรากลับไม่ต้องแข่งเลยนะ ลองดูดิ๊ไทยไม่ส่งแข่งชาติเดียวนี่กร่อยเลยอะเราว่า มาเลฯโกงอุบาทว์เกิน,hatespeech,Unknown
เนี่ย ก็ระบบขนส่งสาธารณะของอิประเทศนี้มันเฮ็งซวยแบบนี้คนเลยอยากมีรถกัน แล้วรถก็ติดไง วงจรอุบาทว์ที่แท้นะ,nonhatespeech,Unknown
"ผู้ชาย 

มันเลือกของมันได้เสมอ ขนาดแต่งงาน มีลูกแล้ว มันก็ยังเลือกได้ต่อไปอีก ผู้หญิงก็ก้มหน้าเลี้ยงลูกไปสิ 

วงจรอุบาทว์",nonhatespeech,Unknown
อุบาทว์คน รู้เลยว่ามีอคติกับเกาหลี กับติ่ง นิสัยคนไทยเว่อ หน้าด้านหน้าทน พูดแล้วก็นึกถึงแขกคนไทยที่ผ่านมา อยากจะจับมัดรวมกันแล้วเอาไปถ่วงน้ำ,hatespeech,Unknown
อุบาทว์มาก ดีไซน์ครบรอบสิบปีหรอ ไล่คนดีไซน์ออกเหมือนซัมซุงสมัยเอสห้าสิ น่าเกลียด,hatespeech,Unknown
"มีใครจัดซีเกมส์ได้ห่วยและอุบาทว์กว่านี้อีกมั้ย? 

#ซีเกมส์2017",hatespeech,Unknown
เยอะอะมากเลยทุกเรื่องต้องวุ่นวายกับเราไปหมดทุกฝ่าย ดถึงเบื่อไง เมื่อไหร่มันจะจบเกมส์ขอโทษนะ เกมส์ส้นตีนแนะ อุบาทว์ทุเรศกัน,hatespeech,Unknown
ทำไมการเต้นของหนุ่มสาวทุกวันนี้ ต้องเต้นเด้ง เต้นเด้าถึงจะมันกัน หรือผมแก่เกินกาลแล้ว จึงเห็นเป็นความอุบาทว์ของยุคสมัยนี้หรือยางอายไม่มีแล้ว,nonhatespeech,Unknown
"กอบโกยโกงกินปท.ชาติ
ชั่วอุบาทว์หวังเผ่นไปที่อื่น
ก็อย่าหวังจะจีรังยั่งยืน
ปชช.จะตามคืนเมื่อได้ชัย",hatespeech,Unknown
มอเตอร์ไซค์ มึงก็น่าจะรู้อยู่แก่ใจว่ายังไงมึงก็ต้องเจ็บก่อน แต่ก็ยังเสือกขับอุบาทว์ไม่เลิก,hatespeech,Unknown
มันเป็นช่วงเวลาของการตัดท่อน้ำเลี้ยง วงจรอุบาทว์ของการเลือกตั้งคือเข้ามาโกงเอาเงินไปให้พวก ยิ่ง ท. อยู่นานเงินก็ขาดมือนาน,hatespeech,Unknown
มหาลัยตัวเองไม่มีผู้ดีๆจนต้องร่านไปส่องมหาลัยอื่นคิสดูสิ เคเคยูแดนคนเถื่อนที่แท้,hatespeech,Unknown
อีพี่ที่ทำงานคนนึงน่ารำคาญมากอีห่า ชอบดักคอพูดให้กูดูแย่ เกลียดมัน เพิ่งมีลูกอ่อนหรอ กูขอแช่งให้ลูกมึงโง่และร่าน,hatespeech,Unknown
"ควายร่าน หัวก้าวหน้า รบกับสลิ่ม อีก พันปีก็ไม่ชนะ 
ไม่ใช่เพราะทหาร นะ
แต่เพราะพวกมึงชอบหักหลังพวกเดียวกันเอง ทิ้งมวลชน ตอแหล กลับกลอก ไง",hatespeech,Unknown
เห็นหน้าใสใสตัวจริงร่านเหมือนกันนะเนี้ยย ความตอแหลก็ไม่ธรรมดา,hatespeech,Unknown
"จากดราม่าประเทศเฮงซวย
แม่งใครเห็นด้วยนี่กลายเป็นพวก
ทรยศชาติ ร่านที่จะย่ำยีบรรพบุรุษ
พวกควายแดง
อยากอยู่สงบสุขก็ประเทศไทยดีที่สุดในโลกต่อไป",hatespeech,Unknown
ก่อนจะว่าคนอื่นร่านก็ดูตัวมึงก่อนว่าม่อแค่ไหน อีควาย,hatespeech,Unknown
มาบอกกูว่าจะเป็นเมียน้อยมึงหรอ อิสัส กูไม่ได้ร่านแบบมึง แล้วก่อนจะรีจะแฟบอะไรช่วยแหกตาอ่านด้วยครับ กูหาเพื่อน ไม่ได้หาผัว! อีควาย,hatespeech,Unknown
